COD_DEP,COD_MUN,DEPARTAMENTO,MUNICIPIO,AÑO,DELITO,CRIMINALIDAD,ES_ARCHIVO,ES_PRECLUSIÓN,ESTADO,ETAPA_CASO,LEY,TOTAL_PROCESOS,TRANSHUMANTES,IDC_TOTAL,MUJERES_DIVIPOLE,HOMBRES_DIVIPOLE,TOTAL_DIVIPOLE
03,001,ATLANTICO,BARRANQUILLA,2019,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,2.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,MORA EN LA ENTREGA DE DOCUMENTOS RELACIONADOS CON UNA VOTACION ART. 393 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,VOTO FRAUDULENTO ART. 391 C.P,SI,SI,NO,INACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,3.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,INACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,5.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,VOTO FRAUDULENTO ART. 391 C.P,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,1.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACION,LEY 906,2.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,001,ATLANTICO,BARRANQUILLA,2019,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,ACTIVO,JUICIO,LEY 906,2.0,56032.0,150901.0,574158.0,517454.0,1091612.0
03,007,ATLANTICO,CAMPO DE LA CRUZ,2019,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACION,LEY 906,1.0,1106.0,2091.0,10951.0,10981.0,21932.0
